text,label,rating,helpful_vote,verified_purchase,text_clean_for_split,text_hash,split
"There is no way the temperature settings on this are even close to accurate. I have coarse, tight curls. My usual iron maxes at 410F and a lot of the time I don't even use it on max, and 1 or 2 quick passes on a section and my hair is straight. However, I wanted an iron to use on damp hair so I bought this and am so disappointed. Instead of 1-2 quick passes for stick straight hair, I have to do slow, slow 3-4 passes to get it straight, and even then it's frizzy. I turned it up to supposedly 450 degrees setting and it still doesn't work great. And my hair isn't even full curl, I'm touching up straightening from yesterday. I don't believe for a moment this gets to 450. I don't even believe it gets very close to 400. Would definitely not suggest this iron for coarse hair with much texture.",0,1,0,1,"there is no way the temperature settings on this are even close to accurate. i have coarse, tight curls. my usual iron maxes at 410f and a lot of the time i don't even use it on max, and 1 or 2 quick passes on a section and my hair is straight. however, i wanted an iron to use on damp hair so i bought this and am so disappointed. instead of 1-2 quick passes for stick straight hair, i have to do slow, slow 3-4 passes to get it straight, and even then it's frizzy. i turned it up to supposedly 450 degrees setting and it still doesn't work great. and my hair isn't even full curl, i'm touching up straightening from yesterday. i don't believe for a moment this gets to 450. i don't even believe it gets very close to 400. would definitely not suggest this iron for coarse hair with much texture.",aa85bb4c89227f34fc5f186a4d0e6805,calibration
"I absolutely love this! Only complaint is I wish it was available in a larger size, too, so I could put it around a bun with all my hair up :)",0,5,0,1,"i absolutely love this! only complaint is i wish it was available in a larger size, too, so i could put it around a bun with all my hair up :)",d6d33bc67dcc3145e765f7c0309ebd5e,calibration
Work as advertised.,1,4,0,1,work as advertised.,a106b40c778c9980dcf21a1463826bf5,calibration
Don’t waste your money.  Really disappointed.,1,1,2,1,don’t waste your money. really disappointed.,7d155eba89ec8484a040f77b32f5c509,calibration
Excellent quality gel polish. Very opaque I would totally buy this again,0,5,0,1,excellent quality gel polish. very opaque i would totally buy this again,fda0bf8d8c0fd2080c5ccb9eaa95eed2,calibration
Colors do not match the color code sticker but are lasting,0,5,0,1,colors do not match the color code sticker but are lasting,62cfc46bcaf43c14ba9437e228272f85,calibration
"The cream doesn’t leave a greasy feeling, dries to a smoothly.",0,5,0,1,"the cream doesn’t leave a greasy feeling, dries to a smoothly.",c095184081a4951ae52e49bf8fab3e37,calibration
Very moisturizing and skin smoothing. I have sensitive 79 year old skin and this serum is very mild and skin friendly. I think it is a good value for money. I've bought 3 bottles already. Thank you.,0,5,0,1,very moisturizing and skin smoothing. i have sensitive 79 year old skin and this serum is very mild and skin friendly. i think it is a good value for money. i've bought 3 bottles already. thank you.,d0531ad2b4b1a2ad8dbfec2cca3e992e,calibration
This item does not work. It doesn't charge my Braun Series 7- just results in a flashing blue error light when plugged in. I have no idea why Amazon is allowing this seller to continue selling this product.,0,1,2,1,this item does not work. it doesn't charge my braun series 7- just results in a flashing blue error light when plugged in. i have no idea why amazon is allowing this seller to continue selling this product.,e0029ff9f4335c43577ebc3b5ef1e8cc,calibration
I am bummed I didn't find these before mothers day. My husband took me shopping to get whatever I wanted and I didn't want anything. If I had come across these sooner I would have gotten one in each color. I'll be placing an order for every single color. The stretch on them is amazing. I have been using scarves with no stretch that hurt my ears. I'm so in love. I hope they eventually come out with some that have designs! So comfortable!,0,5,0,1,i am bummed i didn't find these before mothers day. my husband took me shopping to get whatever i wanted and i didn't want anything. if i had come across these sooner i would have gotten one in each color. i'll be placing an order for every single color. the stretch on them is amazing. i have been using scarves with no stretch that hurt my ears. i'm so in love. i hope they eventually come out with some that have designs! so comfortable!,ea5949d5bd4cb7d1c99d1c2cc24e2bc8,calibration
Myself,1,5,0,1,myself,0bf83831ea4a1fb853e6d38ff5d43737,calibration
"Bought several versions of this bag and filled it with small toiletries, small bottles of aspirin, and all the things you would need in a daily office setting for my coworkers. The bags themselves are great quality they have great color and are not cheap-looking. Highly recommend",0,5,3,1,"bought several versions of this bag and filled it with small toiletries, small bottles of aspirin, and all the things you would need in a daily office setting for my coworkers. the bags themselves are great quality they have great color and are not cheap-looking. highly recommend",6e44c92714fe50c14ed098acba398465,calibration
Perfect for acrylic powder nails.,1,5,0,1,perfect for acrylic powder nails.,62520c2187eba5f0229fd2f4e8ed9403,calibration
Love it best investment yet,1,5,1,1,love it best investment yet,60b6e347789872f4ba1f015afb89bc77,calibration
love it!!!,1,5,0,1,love it!!!,19d1cfe7dc458e0e30e490144bcef757,calibration
[[VIDEOID:a690b70983125e374e16e46872a327ad]] I like them ill try more styles cuz u gotta find out what works for u,0,5,0,1,[[videoid:a690b70983125e374e16e46872a327ad]] i like them ill try more styles cuz u gotta find out what works for u,9b27780a7c46f692b43ddae4d66e6eb1,calibration
"I was a bit afraid that I wouldnt be able to do this, but to my amazement this is easy to do.  I wish i had tried airbrushing sooner.  If your on the fence about airbrushing, get off of it and do it.  You wont be sorry you did",0,5,9,1,"i was a bit afraid that i wouldnt be able to do this, but to my amazement this is easy to do. i wish i had tried airbrushing sooner. if your on the fence about airbrushing, get off of it and do it. you wont be sorry you did",3d6b294b2047fc07f23859a46109efe3,calibration
"it exactly what I was looking for, in the same time I consider it a little expensive.",0,4,0,1,"it exactly what i was looking for, in the same time i consider it a little expensive.",56ae0b90f925d9e474298d2ad6124827,calibration
Very pretty got so many compliments,1,5,0,0,very pretty got so many compliments,b6306ca458eea7da59bd7853ab2c2755,calibration
"It’s overpriced for what it does, but I do like this cooling massager when my skin feels irritated. It is also nice to use on an underground, painful zit, or to smooth over my face while using a sheet mask.",0,4,4,1,"it’s overpriced for what it does, but i do like this cooling massager when my skin feels irritated. it is also nice to use on an underground, painful zit, or to smooth over my face while using a sheet mask.",37dc4190ce59552fae58ef332fde2639,calibration
Excelente. Rápida entrega. Recomiendo 100%,1,5,0,1,excelente. rápida entrega. recomiendo 100%,f40d7881c46a72b9e16f8354f2f2a6b7,calibration
Super great,1,5,0,1,super great,d28a976597edcefd264eb30e25ef9c7f,calibration
Not what i was expected when i apply the polish,0,4,0,1,not what i was expected when i apply the polish,2362c688deb6fd91de173cee60ef4879,calibration
I love these hair extensions they feel so natural and thick. I would definitely recommend this. Only thing I have to say is make sure you have a brush at all times due to the fact it does get tangled easily 😬 other that I love it 🥰,0,5,4,1,i love these hair extensions they feel so natural and thick. i would definitely recommend this. only thing i have to say is make sure you have a brush at all times due to the fact it does get tangled easily 😬 other that i love it 🥰,cc1f85aab5e3cc830107cf0b9b49615a,calibration
